COUNTRY,REG_NAME,PRODUCT,BRANDCODE,PRODUCTCODE,ACCESS_DATE,DATE_VAL,User_hist,User_login,REG_DATE,LAST_LOGIN,BIRTH_YEAR,,DURATION,BOUNCE,PURCHASE,USER_AGE,USER_GENDER,GENDER,USER_ID,USER_HIST,LASTLOGIN,MARITAL,PRICE,NO_ITEMS,PUR_VALUE,PRODUCT_PURCHASED,USER_JOB_DET,USER_INCOME,PAYMENT_DET
IN,MH,LCD,BLUESTAR,BLUESTARLCD42,4-1-2017,42739,42715,42727,11-12-2016,23-12-2016,1987,9-4-1987,92,0,0,29,1,M,DWDUZY69,24,12,U,10000,0,0,700,SERVICE,4798,NA
IN,KL,Mobile,HITACHI,HITACHIMobile21,17-1-2017,42752,42593,42701,11-08-2016,27-11-2016,1991,9-10-1991,260,0,1,25,1,M,HEXPZT66,159,51,U,12000,0,0,150,STUDENT,37759,DEBIT
IN,TN,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,3-1-2017,42738,42634,42715,21-09-2016,11-12-2016,1981,19-10-1981,460,0,0,35,0,F,EKXURK79,104,23,M,18000,1,12300,450,BUSINESS,15483,NA
IN,MH,Mobile,BLUESTAR,BLUESTARMobile41,20-1-2017,42755,42678,42729,04-11-2016,25-12-2016,1988,12-3-1988,511,0,0,28,1,M,VKMWDM72,77,26,U,10000,1,3600,200,BUSINESS,32787,NA
IN,MH,LCD,BLUESTAR,BLUESTARLCD42,2-1-2017,42737,42598,42720,16-08-2016,16-12-2016,1988,4-9-1988,249,0,1,28,1,M,KZEQIM37,139,17,M,10000,1,15531,90,STUDENT,18007,DEBIT
IN,TL,WASH_MACH,LG,LGWASH_MACH36,5-1-2017,42740,42542,42636,21-06-2016,23-09-2016,1995,17-3-1995,327,0,1,21,1,M,N@IDKS40,198,104,U,24000,0,0,125,SERVICE,2309,COD
IN,KA,MICROWAVE,HITACHI,HITACHIMICROWAVE23,11-1-2017,42746,42634,42653,21-09-2016,10-10-2016,1985,9-10-1985,76,0,0,31,1,M,SANQMV39,112,93,U,19000,1,12523,250,BUSINESS,41149,NA
IN,TN,LCD,SAMSUNG,SAMSUNGLCD12,3-1-2017,42738,42603,42721,21-08-2016,17-12-2016,1987,22-11-1987,571,0,1,29,1,M,OONRPK33,135,17,U,11000,1,2078,225,SERVICE,3199,COD
IN,MH,LCD,HITACHI,HITACHILCD22,1-1-2017,42736,42725,42731,21-12-2016,27-12-2016,1992,5-7-1992,2,1,0,24,1,M,NDROKE39,11,5,U,9000,0,0,225,STUDENT,17124,NA
IN,KA,LCD,HITACHI,HITACHILCD22,18-1-2017,42753,42620,42672,07-09-2016,29-10-2016,1998,19-11-1998,208,0,0,18,0,F,EYVPRP76,133,81,U,9000,0,0,50,SERVICE,0,NA
IN,KA,AC,HITACHI,HITACHIAC24,15-1-2017,42750,42734,42748,30-12-2016,13-01-2017,1984,12-3-1984,22,0,0,32,0,F,OHBKXH56,16,2,M,31000,0,0,125,SERVICE,0,NA
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,2-1-2017,42737,42570,42717,19-07-2016,13-12-2016,1982,19-4-1982,212,0,1,34,0,F,PLVN@L80,167,20,U,19000,2,22629,160,BUSINESS,14463,COD
IN,MH,Fridge,LG,LGFridge35,10-1-2017,42745,42628,42643,15-09-2016,30-09-2016,1991,11-10-1991,179,0,0,25,0,F,HIVAYL72,117,102,U,14000,1,17411,160,STUDENT,8123,NA
IN,WB,Fridge,LG,LGFridge35,2-1-2017,42737,42611,42639,29-08-2016,26-09-2016,1983,26-5-1983,157,0,0,33,0,F,UKISDD63,126,98,M,14000,0,0,160,SERVICE,0,NA
IN,MH,Fridge,LG,LGFridge35,2-1-2017,42737,42568,42657,17-07-2016,14-10-2016,1981,14-9-1981,574,0,1,35,1,M,WATORK51,169,80,M,14000,2,11869,100,SERVICE,247,COD
IN,KA,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,19-1-2017,42754,42732,42749,28-12-2016,14-01-2017,1983,23-4-1983,134,0,0,33,0,F,VZYZCI21,22,5,U,15000,0,0,70,SERVICE,0,NA
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,4-1-2017,42739,42636,42718,23-09-2016,14-12-2016,1996,28-7-1996,512,0,1,20,0,F,TAIH@F84,103,21,U,28000,0,0,750,SERVICE,0,COD
IN,MH,Mobile,LG,LGMobile31,16-1-2017,42751,42551,42635,30-06-2016,22-09-2016,1984,24-9-1984,333,0,1,32,1,M,MIHCYO54,200,116,M,13000,1,4825,150,BUSINESS,33085,EMI
IN,MH,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,1-1-2017,42736,42645,42705,02-10-2016,01-12-2016,1986,22-5-1986,122,0,0,30,0,F,ASUKPC94,91,31,U,18000,0,0,80,BUSINESS,13994,NA
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,10-1-2017,42745,42674,42726,31-10-2016,22-12-2016,1996,6-7-1996,433,0,1,20,0,F,JITIQW37,71,19,U,20000,0,0,80,SERVICE,0,COD
IN,TN,WASH_MACH,HITACHI,HITACHIWASH_MACH26,20-1-2017,42755,42753,42753,18-01-2017,18-01-2017,1997,5-5-1997,211,0,1,19,1,M,CHWLFS23,2,2,U,23000,0,0,200,STUDENT,32926,DEBIT
IN,TL,LCD,BLUESTAR,BLUESTARLCD42,19-1-2017,42754,42560,42648,09-07-2016,05-10-2016,1993,17-4-1993,418,0,1,23,1,M,KXEAZS72,194,106,U,10000,1,6197,80,SERVICE,3395,COD
IN,TL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,2-1-2017,42737,42544,42560,23-06-2016,09-07-2016,1986,4-7-1986,311,0,0,30,1,M,UTDKTK32,193,177,U,23000,0,0,70,STUDENT,14092,NA
IN,MH,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,17-1-2017,42752,42615,42663,02-09-2016,20-10-2016,1991,4-9-1991,396,0,0,25,0,F,BXEVUX45,137,89,U,28000,1,9826,450,UNEMPLOYED,1183,NA
IN,KL,Mobile,BLUESTAR,BLUESTARMobile41,6-1-2017,42741,42702,42736,28-11-2016,01-01-2017,1997,5-4-1997,228,0,0,19,1,M,CMTNTC78,39,5,U,10000,0,0,105,BUSINESS,31540,NA
IN,MH,Fridge,HITACHI,HITACHIFridge25,20-1-2017,42755,42642,42697,29-09-2016,23-11-2016,1984,16-5-1984,166,0,0,32,0,F,YFXIZP20,113,58,U,14000,0,0,80,BUSINESS,5355,NA
IN,MH,WASH_MACH,HITACHI,HITACHIWASH_MACH26,9-1-2017,42744,42571,42633,20-07-2016,20-09-2016,1992,16-4-1992,451,0,1,24,1,M,LFKVGV52,173,111,U,23000,1,2796,125,STUDENT,25685,DEBIT
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,5-1-2017,42740,42590,42682,08-08-2016,08-11-2016,1981,4-6-1981,345,0,0,35,1,M,JDROBG60,150,58,M,19000,1,19655,160,STUDENT,33653,NA
IN,TL,Fridge,LG,LGFridge35,4-1-2017,42739,42546,42628,25-06-2016,15-09-2016,1985,2-7-1985,385,0,0,31,0,F,IUFWBS39,193,111,U,14000,0,0,200,SERVICE,0,NA
IN,WB,LCD,BLUESTAR,BLUESTARLCD42,6-1-2017,42741,42662,42695,19-10-2016,21-11-2016,1989,18-3-1989,117,0,0,27,1,M,F@UN@Q48,79,46,M,10000,1,2687,470,SERVICE,4174,NA
IN,WB,Mobile,SAMSUNG,SAMSUNGMobile11,13-1-2017,42748,42683,42698,09-11-2016,24-11-2016,1982,27-10-1982,369,0,1,34,1,M,LWUKWF64,65,50,U,11000,1,15386,150,SERVICE,4304,COD
IN,KL,AC,BLUESTAR,BLUESTARAC44,1-1-2017,42736,42722,42730,18-12-2016,26-12-2016,1990,23-9-1990,120,0,0,26,1,M,DSV@FZ32,14,6,M,25000,1,8613,100,STUDENT,13623,NA
IN,WB,AC,SAMSUNG,SAMSUNGAC14,10-1-2017,42745,42559,42704,08-07-2016,30-11-2016,1984,13-6-1984,495,0,1,32,1,M,JXQIGD83,186,41,U,30000,2,28696,70,SERVICE,603,COD
IN,TL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,19-1-2017,42754,42634,42753,21-09-2016,18-01-2017,1995,6-11-1995,300,0,0,21,0,F,HN@CNR48,120,1,U,28000,0,0,150,BUSINESS,5873,NA
IN,WB,AC,BLUESTAR,BLUESTARAC44,6-1-2017,42741,42618,42642,05-09-2016,29-09-2016,1996,14-7-1996,456,0,0,20,1,M,H@JSDC74,123,99,U,25000,1,14496,250,SERVICE,1769,NA
IN,KA,LCD,SAMSUNG,SAMSUNGLCD12,18-1-2017,42753,42623,42627,10-09-2016,14-09-2016,1985,17-10-1985,584,0,1,31,0,F,YHPLXM34,130,126,U,11000,2,14214,470,SERVICE,0,COD
IN,KA,Mobile,SAMSUNG,SAMSUNGMobile11,5-1-2017,42740,42711,42723,07-12-2016,19-12-2016,1992,14-5-1992,297,0,0,24,0,F,ZQ@RE@49,29,17,U,11000,1,3373,700,UNEMPLOYED,1669,NA
IN,TL,Mobile,HITACHI,HITACHIMobile21,1-1-2017,42736,42688,42689,14-11-2016,15-11-2016,1986,5-7-1986,534,0,0,30,0,F,BLZAWM88,48,47,M,12000,1,19146,750,BUSINESS,12499,NA
IN,TL,Mobile,LG,LGMobile31,16-1-2017,42751,42607,42688,25-08-2016,14-11-2016,1981,16-7-1981,567,0,0,35,0,F,EFABZQ37,144,63,U,13000,1,14994,700,BUSINESS,16911,NA
IN,TL,Mobile,HITACHI,HITACHIMobile21,6-1-2017,42741,42701,42733,27-11-2016,29-12-2016,1995,15-4-1995,364,0,0,21,0,F,WXPNGA68,40,8,U,12000,1,8831,70,SERVICE,0,NA
IN,MH,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,10-1-2017,42745,42743,42744,08-01-2017,09-01-2017,1982,26-7-1982,429,0,0,34,0,F,ZJKOGC87,2,1,M,28000,0,0,200,BUSINESS,11633,NA
IN,KA,LCD,BLUESTAR,BLUESTARLCD42,1-1-2017,42736,42682,42710,08-11-2016,06-12-2016,1986,24-5-1986,385,0,0,30,1,M,TWVEFV70,54,26,M,10000,0,0,470,SERVICE,2708,NA
IN,TL,Mobile,SAMSUNG,SAMSUNGMobile11,11-1-2017,42746,42626,42642,13-09-2016,29-09-2016,1983,15-5-1983,241,0,1,33,0,F,FDEPZD32,120,104,U,11000,2,29646,105,STUDENT,6866,COD
IN,TL,Fridge,HITACHI,HITACHIFridge25,8-1-2017,42743,42549,42715,28-06-2016,11-12-2016,1990,11-11-1990,242,0,1,26,1,M,SBYAGS73,194,28,U,14000,2,13807,230,SERVICE,1143,COD
IN,WB,LCD,LG,LGLCD32,11-1-2017,42746,42698,42744,24-11-2016,09-01-2017,1985,1-7-1985,6,1,0,31,0,F,TKGZLA20,48,2,M,16000,0,0,90,SERVICE,0,NA
IN,MH,WASH_MACH,LG,LGWASH_MACH36,7-1-2017,42742,42687,42714,13-11-2016,10-12-2016,1985,16-6-1985,339,0,1,31,1,M,POXCDZ22,55,28,M,24000,2,15582,750,SERVICE,2483,COD
IN,KA,Mobile,LG,LGMobile31,6-1-2017,42741,42680,42696,06-11-2016,22-11-2016,1987,5-11-1987,96,0,0,29,0,F,XKXQZQ30,61,45,U,13000,1,4217,200,SERVICE,0,NA
IN,KA,LCD,BLUESTAR,BLUESTARLCD42,15-1-2017,42750,42661,42705,18-10-2016,01-12-2016,1995,22-9-1995,271,0,1,21,0,F,XTVTNY65,89,45,U,10000,0,0,50,SERVICE,0,COD
IN,MH,AC,HITACHI,HITACHIAC24,16-1-2017,42751,42742,42743,07-01-2017,08-01-2017,1992,26-8-1992,555,0,0,24,1,M,BJXGHB75,9,8,U,31000,1,9744,70,BUSINESS,24430,NA
IN,TL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,20-1-2017,42755,42743,42744,08-01-2017,09-01-2017,1990,26-7-1990,92,0,0,26,1,M,OCJFLG76,12,11,M,28000,1,11857,80,SERVICE,2396,NA
IN,WB,WASH_MACH,HITACHI,HITACHIWASH_MACH26,12-1-2017,42747,42597,42644,15-08-2016,01-10-2016,1982,14-11-1982,312,0,1,34,0,F,MRQLRX24,150,103,M,23000,2,14947,150,HOUSEWIFE,0,COD
IN,KL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,5-1-2017,42740,42718,42738,14-12-2016,03-01-2017,1989,28-11-1989,373,0,1,27,1,M,KTPIBA20,22,2,M,18000,0,0,100,BUSINESS,31551,CREDIT
IN,MH,Fridge,BLUESTAR,BLUESTARFridge45,20-1-2017,42755,42678,42709,04-11-2016,05-12-2016,1989,9-7-1989,286,0,0,27,0,F,WZWBD@33,77,46,U,15000,0,0,80,UNEMPLOYED,399,NA
IN,MH,WASH_MACH,HITACHI,HITACHIWASH_MACH26,9-1-2017,42744,42681,42700,07-11-2016,26-11-2016,1983,27-4-1983,289,0,1,33,1,M,KOIBFY61,63,44,U,23000,2,26960,450,SERVICE,2508,COD
IN,WB,Mobile,BLUESTAR,BLUESTARMobile41,13-1-2017,42748,42548,42728,27-06-2016,24-12-2016,1995,8-11-1995,143,0,0,21,0,F,XHAJPL72,200,20,U,10000,0,0,160,BUSINESS,6098,NA
IN,WB,Fridge,LG,LGFridge35,8-1-2017,42743,42591,42740,09-08-2016,05-01-2017,1996,25-9-1996,391,0,0,20,0,F,KZYRBN84,152,3,U,14000,0,0,120,STUDENT,5217,NA
IN,KA,MICROWAVE,LG,LGMICROWAVE33,16-1-2017,42751,42647,42670,04-10-2016,27-10-2016,1990,27-7-1990,367,0,0,26,1,M,KSYZEM34,104,81,M,20000,1,15882,120,STUDENT,27891,NA
IN,TN,MICROWAVE,LG,LGMICROWAVE33,14-1-2017,42749,42551,42735,30-06-2016,31-12-2016,1998,2-7-1998,485,0,1,18,0,F,LXMHZV62,198,14,U,20000,1,14441,230,BUSINESS,15975,COD
IN,WB,LCD,LG,LGLCD32,15-1-2017,42750,42570,42721,19-07-2016,17-12-2016,1991,22-7-1991,337,0,1,25,0,F,VAPKGU29,180,29,U,16000,0,0,70,UNEMPLOYED,1188,COD
IN,TL,AC,LG,LGAC34,2-1-2017,42737,42585,42689,03-08-2016,15-11-2016,1983,23-4-1983,475,0,0,33,1,M,ZSPMNC31,152,48,M,32000,0,0,200,BUSINESS,46442,NA
IN,KA,LCD,BLUESTAR,BLUESTARLCD42,1-1-2017,42736,42605,42623,23-08-2016,10-09-2016,1983,7-6-1983,427,0,1,33,0,F,NNGJRC99,131,113,M,10000,0,0,150,HOUSEWIFE,0,COD
IN,MH,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,7-1-2017,42742,42700,42706,26-11-2016,02-12-2016,1992,5-3-1992,300,0,1,24,0,F,DCPJBN64,42,36,U,18000,1,2507,230,UNEMPLOYED,1559,COD
IN,KA,LCD,LG,LGLCD32,9-1-2017,42744,42546,42711,25-06-2016,07-12-2016,1992,27-4-1992,499,0,0,24,0,F,UGUXIS39,198,33,U,16000,1,1696,105,SERVICE,0,NA
IN,MH,Fridge,HITACHI,HITACHIFridge25,17-1-2017,42752,42742,42745,07-01-2017,10-01-2017,1985,3-8-1985,7,1,0,31,0,F,MFRSWY27,10,7,M,14000,0,0,100,HOUSEWIFE,0,NA
IN,TL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,9-1-2017,42744,42682,42694,08-11-2016,20-11-2016,1995,15-4-1995,565,0,0,21,1,M,GKINYA39,62,50,U,15000,1,2722,90,SERVICE,1591,NA
IN,MH,WASH_MACH,LG,LGWASH_MACH36,13-1-2017,42748,42629,42693,16-09-2016,19-11-2016,1998,22-7-1998,532,0,0,18,1,M,LIDZHA61,119,55,U,24000,0,0,125,SERVICE,2883,NA
IN,TN,MICROWAVE,HITACHI,HITACHIMICROWAVE23,15-1-2017,42750,42712,42716,08-12-2016,12-12-2016,1988,4-10-1988,352,0,1,28,1,M,ZKQASP48,38,34,M,19000,1,9214,80,STUDENT,13260,DEBIT
IN,KA,WASH_MACH,HITACHI,HITACHIWASH_MACH26,4-1-2017,42739,42642,42693,29-09-2016,19-11-2016,1984,9-10-1984,516,0,1,32,0,F,SENWHS41,97,46,M,23000,0,0,120,BUSINESS,19502,COD
IN,TN,MICROWAVE,LG,LGMICROWAVE33,13-1-2017,42748,42569,42702,18-07-2016,28-11-2016,1989,27-7-1989,56,0,0,27,1,M,H@OBCK44,179,46,U,20000,0,0,100,BUSINESS,42039,NA
IN,TL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,16-1-2017,42751,42655,42662,12-10-2016,19-10-2016,1985,21-6-1985,116,0,0,31,1,M,DZENWI92,96,89,U,15000,1,8344,100,SERVICE,4910,NA
IN,KL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,12-1-2017,42747,42663,42699,20-10-2016,25-11-2016,1994,12-9-1994,200,0,0,22,1,M,AEFZRM44,84,48,U,15000,0,0,80,BUSINESS,42639,NA
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,16-1-2017,42751,42668,42711,25-10-2016,07-12-2016,1997,16-6-1997,142,0,0,19,1,M,YHDYFS96,83,40,U,20000,0,0,90,STUDENT,33299,NA
IN,KA,WASH_MACH,LG,LGWASH_MACH36,2-1-2017,42737,42547,42712,26-06-2016,08-12-2016,1992,7-8-1992,19,0,0,24,1,M,IYGLAM82,190,25,U,24000,1,5313,110,UNEMPLOYED,876,NA
IN,MH,Fridge,SAMSUNG,SAMSUNGFridge15,20-1-2017,42755,42735,42737,31-12-2016,02-01-2017,1984,22-11-1984,443,0,0,32,1,M,PVJP@W66,20,18,M,16000,0,0,250,SERVICE,3754,NA
IN,KL,LCD,SAMSUNG,SAMSUNGLCD12,9-1-2017,42744,42657,42720,14-10-2016,16-12-2016,1997,19-4-1997,578,0,1,19,0,F,FLCOZB18,87,24,U,11000,2,28145,80,UNEMPLOYED,545,COD
IN,KA,WASH_MACH,HITACHI,HITACHIWASH_MACH26,13-1-2017,42748,42575,42595,24-07-2016,13-08-2016,1983,5-7-1983,223,0,1,33,1,M,NGLNSW61,173,153,M,23000,2,13143,160,STUDENT,22846,DEBIT
IN,KL,Fridge,LG,LGFridge35,1-1-2017,42736,42625,42636,12-09-2016,23-09-2016,1986,3-6-1986,523,0,1,30,1,M,@HLTNO62,111,100,U,14000,0,0,90,BUSINESS,30937,EMI
IN,KL,WASH_MACH,LG,LGWASH_MACH36,10-1-2017,42745,42704,42736,30-11-2016,01-01-2017,1991,18-5-1991,508,0,1,25,0,F,GBZNLP94,41,9,U,24000,0,0,225,SERVICE,0,COD
IN,KL,LCD,HITACHI,HITACHILCD22,20-1-2017,42755,42564,42693,13-07-2016,19-11-2016,1986,20-8-1986,169,0,0,30,0,F,GWPYGV81,191,62,M,9000,0,0,50,HOUSEWIFE,0,NA
IN,TN,AC,HITACHI,HITACHIAC24,3-1-2017,42738,42584,42610,02-08-2016,28-08-2016,1981,12-7-1981,47,0,0,35,1,M,JZQFSI54,154,128,M,31000,1,5437,100,BUSINESS,29420,NA
IN,KA,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,19-1-2017,42754,42659,42736,16-10-2016,01-01-2017,1984,2-6-1984,53,0,0,32,1,M,VAAIOV87,95,18,M,15000,0,0,450,STUDENT,15183,NA
IN,TL,Mobile,BLUESTAR,BLUESTARMobile41,19-1-2017,42754,42598,42599,16-08-2016,17-08-2016,1986,19-10-1986,133,0,0,30,0,F,CZOGWM49,156,155,M,10000,1,1048,50,HOUSEWIFE,0,NA
IN,WB,AC,HITACHI,HITACHIAC24,1-1-2017,42736,42623,42687,10-09-2016,13-11-2016,1982,22-9-1982,339,0,1,34,1,M,YGOHQH40,113,49,U,31000,0,0,100,STUDENT,34276,DEBIT
IN,WB,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,19-1-2017,42754,42696,42712,22-11-2016,08-12-2016,1989,1-6-1989,175,0,0,27,1,M,NLQPNK34,58,42,M,15000,1,2264,230,BUSINESS,47275,NA
IN,KL,LCD,LG,LGLCD32,3-1-2017,42738,42626,42656,13-09-2016,13-10-2016,1983,20-3-1983,553,0,1,33,0,F,IYJDKN89,112,82,M,16000,2,12209,100,SERVICE,0,COD
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,10-1-2017,42745,42554,42565,03-07-2016,14-07-2016,1996,24-9-1996,174,0,0,20,1,M,UXGVPB46,191,180,U,15000,0,0,100,UNEMPLOYED,784,NA
IN,MH,AC,SAMSUNG,SAMSUNGAC14,2-1-2017,42737,42695,42735,21-11-2016,31-12-2016,1981,12-11-1981,435,0,0,35,0,F,E@RMHP74,42,2,U,30000,1,9005,450,BUSINESS,10223,NA
IN,TN,Mobile,BLUESTAR,BLUESTARMobile41,9-1-2017,42744,42630,42742,17-09-2016,07-01-2017,1992,7-11-1992,122,0,0,24,0,F,WDGCFX50,114,2,U,10000,1,7847,90,STUDENT,8897,NA
IN,TN,WASH_MACH,LG,LGWASH_MACH36,4-1-2017,42739,42690,42705,16-11-2016,01-12-2016,1992,10-5-1992,105,0,0,24,0,F,YIKDYL75,49,34,U,24000,0,0,700,STUDENT,6161,NA
IN,KL,Mobile,HITACHI,HITACHIMobile21,15-1-2017,42750,42596,42714,14-08-2016,10-12-2016,1984,28-8-1984,112,0,0,32,1,M,M@KJDL27,154,36,U,12000,1,3548,230,SERVICE,94,NA
IN,KA,LCD,LG,LGLCD32,18-1-2017,42753,42594,42614,12-08-2016,01-09-2016,1998,21-6-1998,509,0,1,18,0,F,OSWTTP48,159,139,U,16000,0,0,200,STUDENT,8126,COD
IN,KL,LCD,BLUESTAR,BLUESTARLCD42,5-1-2017,42740,42612,42690,30-08-2016,16-11-2016,1985,9-10-1985,469,0,0,31,1,M,FAJPFW66,128,50,M,10000,0,0,700,BUSINESS,41157,NA
IN,TN,Mobile,HITACHI,HITACHIMobile21,12-1-2017,42747,42555,42709,04-07-2016,05-12-2016,1984,17-11-1984,375,0,1,32,1,M,KOOTBI56,192,38,M,12000,0,0,200,SERVICE,608,COD
IN,TN,LCD,BLUESTAR,BLUESTARLCD42,16-1-2017,42751,42630,42645,17-09-2016,02-10-2016,1991,25-8-1991,201,0,1,25,1,M,LCX@E@24,121,106,U,10000,0,0,105,BUSINESS,27597,CREDIT
IN,WB,Fridge,HITACHI,HITACHIFridge25,4-1-2017,42739,42699,42699,25-11-2016,25-11-2016,1996,7-7-1996,301,0,1,20,0,F,DUD@LW95,40,40,U,14000,0,0,230,UNEMPLOYED,831,COD
IN,KA,LCD,LG,LGLCD32,18-1-2017,42753,42745,42747,10-01-2017,12-01-2017,1992,10-3-1992,274,0,0,24,0,F,QNEQQF70,8,6,U,16000,1,7628,230,BUSINESS,7808,NA
IN,TL,LCD,LG,LGLCD32,1-1-2017,42736,42660,42682,17-10-2016,08-11-2016,1996,20-11-1996,214,0,1,20,0,F,OBKKTT46,76,54,U,16000,2,12168,70,BUSINESS,14757,COD
IN,MH,AC,LG,LGAC34,12-1-2017,42747,42741,42741,06-01-2017,06-01-2017,1994,10-11-1994,382,0,0,22,1,M,HMMHFO88,6,6,U,32000,1,10890,105,STUDENT,38427,NA
IN,TL,Fridge,HITACHI,HITACHIFridge25,2-1-2017,42737,42721,42726,17-12-2016,22-12-2016,1985,19-6-1985,588,0,1,31,1,M,WPJQLO80,16,11,U,14000,2,9338,150,BUSINESS,16310,EMI
IN,TL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,14-1-2017,42749,42616,42726,03-09-2016,22-12-2016,1995,7-9-1995,76,0,0,21,0,F,IVHNOK72,133,23,U,18000,0,0,120,SERVICE,0,NA
IN,TN,MICROWAVE,LG,LGMICROWAVE33,5-1-2017,42740,42579,42707,28-07-2016,03-12-2016,1984,15-4-1984,225,0,1,32,1,M,ZOPRPF52,161,33,U,20000,0,0,70,BUSINESS,15637,EMI
IN,KL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,6-1-2017,42741,42630,42729,17-09-2016,25-12-2016,1985,15-5-1985,428,0,1,31,0,F,XTL@TI26,111,12,U,28000,0,0,150,UNEMPLOYED,472,COD
IN,KA,AC,BLUESTAR,BLUESTARAC44,5-1-2017,42740,42600,42611,18-08-2016,29-08-2016,1993,23-9-1993,214,0,1,23,1,M,NFO@MQ78,140,129,U,25000,2,13074,250,SERVICE,899,COD
IN,WB,LCD,SAMSUNG,SAMSUNGLCD12,11-1-2017,42746,42629,42633,16-09-2016,20-09-2016,1982,11-6-1982,597,0,1,34,0,F,VAZSDZ86,117,113,M,11000,0,0,700,HOUSEWIFE,0,COD
IN,TN,Mobile,HITACHI,HITACHIMobile21,17-1-2017,42752,42650,42686,07-10-2016,12-11-2016,1987,20-6-1987,540,0,0,29,0,F,FPVNAI11,102,66,M,12000,0,0,50,SERVICE,0,NA
IN,TL,AC,HITACHI,HITACHIAC24,9-1-2017,42744,42689,42737,15-11-2016,02-01-2017,1998,9-3-1998,580,0,1,18,0,F,PMOVER98,55,7,U,31000,0,0,100,BUSINESS,14357,COD
IN,KL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,12-1-2017,42747,42614,42730,01-09-2016,26-12-2016,1981,18-6-1981,315,0,1,35,1,M,IONNDM54,133,17,M,15000,1,3831,230,SERVICE,1089,COD
IN,TN,LCD,LG,LGLCD32,14-1-2017,42749,42599,42674,17-08-2016,31-10-2016,1987,12-6-1987,524,0,1,29,1,M,MHPTXO55,150,75,M,16000,2,12977,90,STUDENT,29253,DEBIT
IN,KL,WASH_MACH,LG,LGWASH_MACH36,2-1-2017,42737,42590,42732,08-08-2016,28-12-2016,1993,23-5-1993,231,0,0,23,0,F,HYCUOF82,147,5,U,24000,0,0,450,UNEMPLOYED,1564,NA
IN,MH,Mobile,BLUESTAR,BLUESTARMobile41,3-1-2017,42738,42691,42719,17-11-2016,15-12-2016,1992,12-8-1992,377,0,0,24,1,M,AUQBVZ62,47,19,U,10000,1,18582,125,BUSINESS,46791,NA
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,8-1-2017,42743,42671,42731,28-10-2016,27-12-2016,1997,21-6-1997,376,0,1,19,1,M,RQNDVV93,72,12,U,19000,2,14529,470,UNEMPLOYED,517,COD
IN,WB,Mobile,SAMSUNG,SAMSUNGMobile11,1-1-2017,42736,42586,42708,04-08-2016,04-12-2016,1986,24-10-1986,117,0,0,30,1,M,CGODJH83,150,28,M,11000,1,12718,70,BUSINESS,45903,NA
IN,WB,AC,LG,LGAC34,5-1-2017,42740,42548,42592,27-06-2016,10-08-2016,1986,11-4-1986,555,0,0,30,1,M,VDOJOC46,192,148,U,32000,1,7127,80,SERVICE,1311,NA
IN,KL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,16-1-2017,42751,42615,42654,02-09-2016,11-10-2016,1995,27-4-1995,502,0,1,21,1,M,IAHWPZ42,136,97,U,23000,1,6776,225,STUDENT,15476,DEBIT
IN,KL,LCD,HITACHI,HITACHILCD22,20-1-2017,42755,42625,42732,12-09-2016,28-12-2016,1991,1-10-1991,207,0,0,25,0,F,REACCS78,130,23,U,9000,1,14324,100,STUDENT,8549,NA
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,8-1-2017,42743,42637,42655,24-09-2016,12-10-2016,1985,1-5-1985,434,0,0,31,1,M,PVMKOS39,106,88,U,15000,0,0,700,BUSINESS,14305,NA
IN,TN,Mobile,HITACHI,HITACHIMobile21,5-1-2017,42740,42594,42738,12-08-2016,03-01-2017,1981,13-6-1981,511,0,1,35,0,F,WOOISK84,146,2,M,12000,0,0,230,SERVICE,0,COD
